,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,sub,tat_in_days
1055,2885724,10,3,560011,233,233,228,1,0,560032,2017-12-25,2017-09-03,2018-02-19,4460,2018-02-21,91286,12.777090224530872
1056,2957326,13,22,400104,233,233,131,2,0,360003,2017-06-19,2017-06-16,2018-03-08,4581,2018-03-20,2341,12.23158591087679
1057,3023156,13,21,110015,233,233,131,2,0,208021,2017-04-11,2017-04-07,2018-03-26,4580,2018-04-06,22,12.24240592871943
1058,3031818,21,2,110018,233,233,131,1,0,400057,2017-07-01,2017-07-01,2018-03-28,5138,2018-04-03,67,10.839475201060177
1059,2896521,13,21,110015,233,233,131,1,0,201308,2017-04-14,2017-04-12,2018-02-22,4580,2018-02-24,24094,11.568545840640033
1060,2912723,13,8,700064,233,233,131,1,0,700075,2018-01-03,2017-12-30,2018-02-27,4508,2018-03-03,16,11.991560324481044
1061,3058913,13,21,110015,233,233,131,1,0,201308,2017-07-21,2017-07-20,2018-04-05,4580,2018-04-10,12039,11.408730486764957
1062,2818736,10,2,110018,233,233,131,1,0,201304,2018-01-11,2018-01-08,2018-01-30,4388,2018-02-01,10085,12.47419502657855
1063,2865098,15,2,110018,233,233,131,1,0,201301,2017-11-25,2017-11-25,2018-02-12,4094,2018-02-15,10988,13.976121903770068
1064,2949049,13,2,110018,233,233,228,1,0,122015,2017-06-04,2018-03-07,2018-03-07,4388,2018-03-17,65,12.142617503897524
1065,2970789,15,2,110018,308,233,131,1,0,122101,2017-11-30,2017-11-30,2018-03-12,4550,2018-03-18,28,12.27040351855206
1066,2971445,13,22,400104,233,233,131,1,0,401202,2017-10-09,2017-09-30,2018-03-12,4581,2018-03-27,7,11.20765662043943
1067,3036266,10,27,110034,233,233,228,1,0,302019,2017-08-10,2018-03-30,2018-03-29,4388,2018-03-30,93189,12.133305780944701
1068,2991519,15,1,400059,308,233,131,1,0,400080,2017-05-20,2017-05-12,2018-03-17,4545,2018-03-20,44802,12.919231997104582
1069,2908113,15,2,110018,233,233,228,1,0,201307,2018-01-26,2017-12-11,2018-02-26,4091,2018-03-31,16952,13.576375767576916
1070,2947992,9,6,160059,233,233,131,3,0,141008,2018-02-13,2018-02-13,2018-03-06,4437,2018-03-15,2118,13.937527474275887
1071,3032231,9,8,700064,233,233,131,1,0,700135,2017-11-30,2017-11-30,2018-03-28,4499,2018-04-03,12,11.635188568879284
1072,3056386,15,5,380009,233,233,228,1,0,380058,2018-02-15,2018-04-08,2018-04-05,4011,2018-04-07,43,13.511543510909679
1073,3040022,15,5,380009,233,233,228,2,0,395006,2017-07-18,2016-05-20,2018-03-30,4546,2018-04-16,10,12.673337538727878
1074,3001209,10,25,560037,233,245,131,1,0,560094,2016-05-11,2016-05-01,2018-03-20,4460,2018-03-24,21148,11.497223744443815
1075,2972736,1,3,560011,308,245,131,1,0,560072,2017-05-23,2017-05-22,2018-03-12,4400,2018-03-24,77,11.391299911847058
1076,2861610,15,8,700064,233,233,131,3,0,751006,2017-11-29,2017-11-26,2018-02-11,4500,2018-02-17,90,14.199449426605305
1077,2970451,1,24,110092,233,233,228,1,0,122051,2017-07-05,2016-07-18,2018-03-11,4150,2018-03-13,36,10.956201144423463
1078,3040775,13,21,110015,233,233,131,2,0,248007,2017-12-28,2017-06-22,2018-03-31,4580,2018-04-04,3,12.242154042222241
1079,3040775,13,21,110015,0,233,131,2,0,248007,2017-12-28,2017-06-22,2018-03-31,4580,2018-04-04,6,12.242193813774428
1080,3046439,13,21,110015,233,233,131,3,0,143505,2017-04-11,2017-04-09,2018-04-02,4580,2018-04-07,40,13.235631580867725
1081,2906541,26,6,160059,233,233,131,2,0,134102,2018-01-03,2018-01-03,2018-02-25,4439,2018-03-27,43254,15.128289082281283
1082,2853022,13,8,700064,233,233,228,1,0,700055,2018-01-11,2017-08-27,2018-02-08,4508,2018-02-11,21099,11.781983635394758
1083,3036610,9,23,400001,233,233,131,2,0,390002,2017-12-02,2017-12-02,2018-03-29,4398,2018-04-13,191997,14.946853516518132
1084,2833408,15,17,800001,201,233,131,4,0,821109,2018-01-13,2018-01-06,2018-02-03,4409,2018-02-12,16658,15.380207917039451
1085,2947913,13,21,110015,233,233,131,1,0,121005,2017-07-31,2017-07-26,2018-03-06,4580,2018-03-09,61897,12.069707169759853
1086,3035769,13,22,400104,233,233,131,1,0,421204,2017-11-18,2016-11-14,2018-03-29,4581,2018-04-01,12490,11.373146049093313
1087,2876093,13,22,400104,233,233,131,1,0,380051,2016-10-13,2016-10-13,2018-02-16,4581,2018-02-24,12084,11.367763632363882
1088,2875113,13,22,400104,233,233,228,1,0,421301,2018-01-15,2018-01-14,2018-02-15,4581,2018-02-16,24,10.718804091889655
1089,2905975,13,3,560011,233,233,228,1,0,560029,2017-08-21,2017-07-17,2018-02-24,4467,2018-02-27,86557,12.980780553019788
1090,3008986,15,4,600024,233,233,131,1,0,603112,2017-12-02,2017-12-02,2018-03-22,4483,2018-03-24,54300,13.142886687562596
1091,2932995,13,21,110015,233,245,131,1,0,110084,2017-09-28,2017-09-23,2018-03-03,4580,2018-03-07,21243,11.530749608877457
1092,2831032,13,4,600024,233,233,131,1,0,600011,2016-10-14,2016-10-13,2018-02-02,4490,2018-02-11,0,12.205509541040222
1093,2852989,13,22,400104,233,233,131,2,0,452001,2017-03-18,2017-02-08,2018-02-08,4581,2018-02-15,16958,12.425366170320338
1094,2920993,13,22,400104,233,233,131,2,0,440010,2017-02-17,2017-02-15,2018-02-27,4581,2018-03-08,24,12.200869015403661
1095,3040035,13,21,110015,308,233,131,1,0,122001,2017-05-03,2017-04-26,2018-03-30,4580,2018-04-03,81,11.250201079743958
1096,2843184,13,21,110015,233,233,131,1,0,201301,2017-03-03,2017-03-02,2018-02-06,4580,2018-02-10,21198,11.530153035594639
1097,2865553,13,22,400104,233,233,131,1,0,400088,2017-06-28,2017-06-27,2018-02-13,4581,2018-02-16,21198,11.488589607910745
1098,2902539,13,22,400104,233,233,131,2,0,396191,2017-10-20,2017-10-18,2018-02-23,4581,2018-02-27,55,12.201279988109604
1099,2898724,13,2,110018,233,233,131,1,0,110092,2017-12-23,2017-12-22,2018-02-22,4147,2018-02-26,10039,13.58861803021941
1100,2885519,10,1,400059,233,233,131,1,0,400059,2017-05-10,2017-05-10,2018-02-19,4398,2018-02-24,10039,12.477506921763094
1101,2885544,15,2,110018,233,233,228,1,0,122003,2017-05-28,2016-11-24,2018-02-19,4094,2018-02-23,91,13.342580468360687
1102,2897295,13,22,400104,233,233,131,1,0,400064,2017-03-24,2017-03-23,2018-02-22,4581,2018-03-07,91,11.208770223900691
1103,2949791,10,2,110018,233,233,228,1,0,110029,2017-06-01,2017-05-28,2018-03-07,4388,2018-03-13,40043,12.382275846048158
1104,2908160,13,21,110015,233,233,131,2,0,180001,2017-08-07,2017-08-02,2018-02-26,4580,2018-03-09,94086,13.489429690387206
1105,2884689,13,21,110015,233,233,131,2,0,282006,2017-12-18,2017-08-08,2018-02-19,4580,2018-03-19,28,12.242485471823807
1106,2995093,13,22,400104,308,233,228,1,0,400078,2018-02-27,2018-02-14,2018-03-19,4581,2018-03-22,11998,10.877545613855657
1107,2938358,21,2,110018,233,233,131,1,0,201301,2018-02-26,2018-02-20,2018-03-04,4154,2018-03-08,91286,15.416003619519877
1108,2957114,10,2,110018,233,233,228,1,0,110058,2018-02-13,2017-10-24,2018-03-08,4388,2018-03-27,614,11.85955833564249
1109,2970736,23,2,110018,233,233,131,2,0,160030,2017-09-29,2017-09-24,2018-03-12,4442,2018-03-15,20080,14.673029636859619
1110,3030083,15,11,641012,233,233,131,1,0,641022,2017-12-14,2017-12-07,2018-03-28,4492,2018-03-31,17,12.125459025479184
1111,3053123,15,2,110018,233,233,131,1,0,201014,2018-01-19,2016-08-26,2018-04-04,4091,2018-04-07,61,13.841526572253773
1112,3085831,13,21,110015,233,233,131,1,0,110034,2018-02-07,2018-02-06,2018-04-15,4580,2018-04-18,1,11.249140505018948
1113,3080561,10,25,560037,233,233,228,1,0,560066,2018-03-25,2018-01-07,2018-04-13,4460,2018-04-19,20097,10.994212543315145
1114,3003740,9,23,400001,233,245,131,2,0,395005,2017-11-03,2017-11-02,2018-03-21,4398,2018-03-29,32,12.401938177934248
1115,2930612,10,6,160059,233,233,131,3,0,141013,2018-01-18,2017-10-16,2018-03-02,4437,2018-03-10,65,14.00708959616377
1116,3006065,13,21,110015,233,233,131,1,0,110093,2017-06-05,2017-05-30,2018-03-22,4580,2018-04-01,12,11.249286334043637
1117,3058134,15,2,110018,233,233,228,1,0,110017,2018-03-17,2017-08-31,2018-04-05,4091,2018-04-15,45,13.352236556629933
1118,2987334,28,4,600024,233,233,131,1,0,600043,2017-12-11,2017-10-17,2018-03-16,4485,2018-03-20,40,13.674836504490054
1119,2999954,15,8,700064,233,233,131,1,0,700027,2017-11-14,2017-11-11,2018-03-20,4511,2018-03-22,289971,16.018839452163434
1120,2884838,13,7,500004,233,233,131,1,0,500081,2018-01-20,2017-06-07,2018-02-19,4403,2018-02-23,58824,13.16863741537288
1121,3070143,15,7,500004,233,233,228,1,0,500081,2018-02-02,2018-01-31,2018-04-10,4477,2018-04-14,115992,13.377778459232585
1122,3022397,4,2,110018,233,233,228,1,0,121001,2018-02-28,2016-10-05,2018-03-26,4148,2018-04-17,40,12.092547486269964
1123,3025645,10,27,110034,233,233,228,1,0,121005,2018-03-10,2018-03-07,2018-03-27,4388,2018-04-05,34986,11.361697896947108
1124,2825206,1,21,110015,233,233,228,1,0,110075,2017-07-23,2018-01-29,2018-01-31,4580,2018-02-05,40053,10.12968989119511
1125,2861932,13,22,400104,233,233,131,1,0,400067,2017-11-03,2017-11-02,2018-02-12,4581,2018-02-16,56,11.208306222458498
1126,3060469,10,25,560037,233,233,131,1,0,560050,2017-09-06,2017-09-06,2018-04-06,4460,2018-04-12,30988,11.627674435620152
1127,2872663,10,6,160059,233,233,131,3,0,143001,2017-05-02,2016-05-26,2018-02-15,4437,2018-02-17,4,14.006280907935949
1128,2872663,10,6,160059,233,233,131,3,0,143001,2017-05-02,2016-05-03,2018-02-15,4437,2018-02-17,30988,14.417041498932658
1129,2949697,10,2,110018,233,233,228,2,0,132103,2018-02-08,2017-08-06,2018-03-07,4388,2018-03-08,31001,13.255391410588972
1130,2951181,13,21,110015,233,233,131,1,0,226001,2017-05-10,2017-05-09,2018-03-07,4580,2018-03-12,17259,11.477932987571917
1131,2865460,5,2,110018,233,233,131,1,0,110030,2017-02-28,2017-02-28,2018-02-13,4093,2018-02-26,57,12.866838390008697
1132,3074080,13,21,110015,233,233,131,1,0,122018,2017-04-22,2017-04-21,2018-04-11,4580,2018-04-17,10,11.249259819675512
1133,2866420,15,5,380009,233,233,131,1,0,380004,2018-01-19,2018-01-17,2018-02-13,4546,2018-02-16,41438,12.718647037918425
1134,2967568,15,5,380009,233,233,131,1,0,380004,2017-07-10,2017-03-11,2018-03-10,4546,2018-03-13,14089,12.356076310989398
1135,2822670,10,9,411016,233,233,131,1,0,411023,2017-06-14,2017-06-12,2018-01-31,4021,2018-02-06,40046,13.86026739359593
1136,2839919,4,9,411016,233,233,228,1,0,411014,2017-08-22,2017-07-26,2018-02-05,4030,2018-02-06,10976,12.374330671397036
1137,2858197,10,2,110018,233,233,131,1,0,110018,2017-09-11,2017-06-09,2018-02-10,4388,2018-02-17,0,12.34049632530687
1138,2851271,13,21,110015,233,233,131,1,0,201009,2017-05-02,2017-04-19,2018-02-08,4580,2018-02-16,21,11.2494056487002
1139,2883327,13,2,110018,233,233,131,1,0,110088,2017-04-10,2017-04-07,2018-02-18,4147,2018-02-24,42,13.456085961145238
1140,2819467,10,2,110018,233,233,131,1,0,201301,2017-08-07,2017-05-25,2018-01-30,4388,2018-02-07,78,12.341530385663756
1141,2819467,16,2,110018,233,233,131,1,0,201301,2017-08-07,2016-11-25,2018-01-30,4388,2018-02-07,15901,13.131973533697685
1142,2893006,10,2,110018,233,233,228,1,0,110065,2018-01-22,2017-02-08,2018-02-21,4388,2018-03-04,100993,13.19030121466581
1143,2921148,10,1,400059,233,233,131,1,0,401208,2017-03-15,2017-03-15,2018-02-27,4398,2018-03-01,21067,12.623707147605842
1144,2898414,10,1,400059,233,233,131,2,0,403711,2018-01-24,2017-04-17,2018-02-22,4398,2018-02-26,10912,13.482067466284942
1145,2953951,13,21,110015,233,233,131,1,0,110018,2017-04-20,2017-04-20,2018-03-08,4580,2018-03-17,2,11.24915376220301
1146,2928638,15,3,560011,233,233,131,3,0,591317,2018-02-07,2017-11-19,2018-03-01,4461,2018-03-09,61935,15.343504192387947
1147,2999209,13,21,110015,233,233,131,2,0,201206,2017-04-04,2017-03-28,2018-03-19,4580,2018-03-21,191986,14.787308010119252
1148,3002827,13,17,800001,233,233,131,3,0,834001,2018-02-20,2018-02-15,2018-03-21,4538,2018-03-23,10,13.531522546739055
1149,2987302,15,2,110018,233,233,131,1,0,201306,2017-12-13,2017-12-13,2018-03-16,4091,2018-03-18,10,13.84085045586658
1150,2980478,10,17,800001,233,233,228,3,0,828306,2017-07-14,2016-04-13,2018-03-14,4370,2018-03-17,32986,13.764167634627462
1151,3042399,10,23,400001,233,233,131,1,0,411037,2017-08-23,2017-08-19,2018-03-31,4398,2018-04-03,19057,11.7579482026592
1152,3019622,4,3,560011,233,233,228,1,0,560034,2017-06-13,2017-05-11,2018-03-26,5146,2018-04-01,139388,10.486639150039567
1153,3017268,10,27,110034,308,233,131,1,0,110044,2017-12-27,2017-12-16,2018-03-25,4388,2018-03-29,33951,11.837054612121118
1154,3048526,13,8,700064,201,233,131,4,0,742202,2017-06-13,2017-05-18,2018-04-03,4508,2018-04-05,31,14.970720250747487
1155,3043896,10,27,110034,233,233,131,1,0,122017,2017-07-04,2017-06-24,2018-03-31,4388,2018-04-05,73,11.387927730447142
1156,3061094,13,26,560066,233,233,228,1,0,560103,2018-03-11,2018-01-02,2018-04-06,5001,2018-04-09,21161,9.4092267492762
1157,3050016,13,22,400104,233,233,131,2,0,410210,2017-09-13,2017-08-03,2018-04-03,4581,2018-04-07,17,12.200776215115223
1158,2978616,13,21,110015,233,233,131,1,0,201304,2018-01-10,2018-01-08,2018-03-14,4580,2018-03-28,42001,11.805942235649653
1159,3055893,4,2,110018,233,233,228,1,0,110044,2017-07-13,2017-01-08,2018-04-05,4148,2018-04-15,53497,12.801236774706288
1160,3065642,15,6,160059,233,233,131,2,0,151001,2017-09-05,2016-12-26,2018-04-08,4437,2018-04-11,29,13.49752091854472
1161,3065642,10,6,160059,233,233,131,2,0,151001,2017-09-05,2017-06-07,2018-04-08,4437,2018-04-11,4,13.013293885100781
1162,3025875,22,1,400059,233,233,131,1,0,641009,2017-08-10,2017-07-29,2018-03-27,4498,2018-04-13,26,13.163914895761332
1163,3008299,10,2,110018,233,245,131,1,0,110092,2017-10-23,2017-10-18,2018-03-22,4388,2018-03-24,67,12.341384556639065
1164,2939037,13,21,110015,233,233,131,2,0,136118,2017-12-21,2017-12-12,2018-03-04,4580,2018-03-07,69,12.243029016370375
1165,3040038,13,26,560066,233,233,131,1,0,560067,2018-02-24,2016-07-28,2018-03-30,5001,2018-04-16,21951,9.908777825364524
1166,3016539,13,21,110015,233,233,131,2,0,322001,2017-06-28,2017-06-28,2018-03-25,4580,2018-03-27,10953,12.387320207708102
1167,3028370,28,24,110092,233,233,228,2,0,412101,2017-12-28,2017-07-09,2018-03-27,4150,2018-03-31,51942,15.250351823962607
1168,2847600,10,5,380009,233,245,131,1,0,382424,2017-05-04,2017-01-03,2018-02-07,4422,2018-02-13,167189,14.326180228229878
1169,2902293,13,21,110015,233,233,131,1,0,201310,2016-08-18,2016-08-16,2018-02-23,4580,2018-02-27,11967,11.407775969512448
1170,2829320,8,2,110018,233,233,228,2,0,125005,2017-12-25,2017-10-01,2018-02-01,4145,2018-02-25,91216,14.69165392501004
1171,2939295,10,4,600024,233,233,228,1,0,600082,2017-07-09,2017-05-29,2018-03-04,4482,2018-03-08,28,11.453841262506057
1172,3009300,13,22,400104,233,233,131,2,0,482001,2017-05-22,2017-05-19,2018-03-22,4581,2018-03-27,91286,13.410746147327933
1173,2870164,13,22,400104,233,233,131,3,0,413501,2018-01-18,2018-01-16,2018-02-14,4581,2018-02-16,6,13.193617408925702
1174,2862546,13,8,700064,233,233,131,3,0,751024,2017-07-26,2017-07-22,2018-02-12,4508,2018-02-15,10984,14.12293916495037
1175,2993969,18,1,400059,233,233,131,1,0,700069,2017-10-18,2017-10-18,2018-03-18,4504,2018-03-20,69986,13.68373917223718
1176,3030267,1,4,600024,233,233,228,2,0,602105,2017-06-01,2017-05-30,2018-03-28,4485,2018-03-30,542,11.572364472297025
1177,2865691,32,8,700064,201,233,131,4,0,742225,2018-01-23,2017-12-15,2018-02-13,4508,2018-02-21,31099,17.221397739806466
1178,2983391,15,2,110018,308,233,228,1,0,122001,2018-02-16,2016-11-24,2018-03-15,4091,2018-03-28,15,13.351838841108053
1179,3011421,21,2,110018,233,233,131,2,0,160020,2017-11-06,2017-10-28,2018-03-23,4442,2018-03-28,90987,15.419498545651988
1180,2858132,13,8,700064,233,233,131,3,0,751019,2017-11-06,2017-11-04,2018-02-10,4508,2018-02-13,67,13.978210486538574
1181,2875296,1,2,110018,233,233,228,1,0,201304,2017-12-26,2016-01-09,2018-02-15,4150,2018-02-19,11,11.79498171980264
1182,2860443,1,1,400059,233,233,131,1,0,400607,2017-10-17,2017-10-17,2018-02-10,4012,2018-02-14,44,12.794870824189305
1183,2867249,13,21,110015,233,233,131,2,0,122107,2017-08-21,2017-04-13,2018-02-13,4580,2018-02-22,11,12.242260099694741
1184,2926563,13,7,500004,233,233,131,1,0,500020,2017-07-25,2017-07-21,2018-02-28,4403,2018-03-03,30004,12.786565370687715
1185,2930792,13,21,110015,233,233,131,1,0,110046,2017-09-02,2017-08-27,2018-03-02,4580,2018-03-10,31003,11.660139725328783
1186,2894362,6,4,600024,233,233,131,1,0,600088,2016-05-11,2016-05-09,2018-02-21,4473,2018-02-23,16097,11.79963012702188
1187,2953718,10,2,110018,233,233,228,1,0,201014,2017-05-11,2016-12-27,2018-03-08,4388,2018-03-09,49999,12.51426437057576
1188,3019625,1,24,110092,233,233,131,3,0,123021,2018-02-27,2017-11-15,2018-03-26,4150,2018-04-01,28,13.431147033300137
1189,3032073,13,21,110015,233,233,131,1,0,201301,2016-06-16,2016-06-15,2018-03-28,4580,2018-03-31,62,11.249949193246769
1190,3037470,13,7,500004,233,233,131,1,0,500011,2017-10-18,2017-10-14,2018-03-30,4403,2018-04-04,13986,12.574211796372413
1191,2986766,31,1,400059,233,233,131,1,0,400069,2017-04-01,2017-03-20,2018-03-16,4016,2018-03-20,76,15.684980785485362
1192,3039933,10,27,110034,233,233,131,1,0,110096,2017-09-20,2017-06-10,2018-03-30,4388,2018-04-04,45,11.387556529293388
1193,3039933,10,27,110034,233,233,131,1,0,110096,2017-09-20,2017-08-10,2018-03-30,4388,2018-04-04,192018,13.932577925349774
1194,3068055,10,27,110034,233,233,131,1,0,122007,2018-03-06,2017-11-03,2018-04-09,4388,2018-04-10,33,11.387397443084636
1195,3047030,28,24,110092,233,233,228,1,0,201304,2018-02-08,2017-03-30,2018-04-02,4150,2018-04-12,30588,13.974270892653916
1196,3052092,13,21,110015,233,233,131,1,0,110018,2018-03-28,2018-03-20,2018-04-03,4580,2018-04-11,86,11.250267365664271
1197,2843915,15,2,110018,233,245,228,1,0,110029,2018-01-22,2016-12-18,2018-02-06,4091,2018-02-15,26955,13.708987379755463
1198,2989408,13,21,110015,308,233,131,1,0,122002,2017-06-05,2017-06-03,2018-03-16,4580,2018-03-23,21997,11.540745525660684
1199,3054440,13,7,500004,233,233,131,1,0,500038,2017-10-25,2017-10-23,2018-04-04,4403,2018-04-20,72086,13.344454190411556
1200,2844465,13,22,400104,233,233,131,2,0,425001,2017-03-05,2017-02-20,2018-02-06,4581,2018-02-13,102,12.201903075760548
1201,2941622,15,3,560011,233,233,228,2,0,590001,2018-02-14,2018-02-01,2018-03-05,4469,2018-03-09,24,13.013297963075752
1202,2972978,13,22,400104,233,233,131,2,0,361008,2017-08-25,2016-07-29,2018-03-12,4581,2018-03-14,37,12.201041358796477
1203,2937549,1,24,110092,233,233,228,1,0,121001,2017-12-30,2017-08-02,2018-03-03,4150,2018-03-07,597,10.963638424682602
1204,2957459,13,26,560066,233,233,131,2,0,581402,2017-08-14,2017-08-02,2018-03-08,5001,2018-03-16,74,10.611737432461405
1205,3049944,10,27,110034,233,245,228,1,0,110043,2017-09-09,2017-08-07,2018-04-03,4388,2018-04-15,21,10.898160456197047
1206,2928392,10,23,400001,233,233,131,1,0,400010,2017-05-17,2017-05-03,2018-03-01,4398,2018-03-07,12002,11.664418769097304
1207,2851960,15,6,160059,233,233,131,3,0,143001,2017-10-21,2017-10-19,2018-02-08,4549,2018-02-12,69989,15.034719572253094
1208,3000257,9,23,400001,233,233,131,2,0,452002,2017-11-30,2017-11-30,2018-03-20,4398,2018-03-26,106105,13.808167463010218
1209,2894173,13,11,641012,201,201,131,0,0,670002,2018-02-02,2018-01-31,2018-02-21,4495,2018-03-13,8,10.928528527714377
1210,3022082,33,2,110018,233,233,131,1,0,110085,2017-12-14,2017-12-14,2018-03-26,4405,2018-03-28,19051,14.760805177054323
1211,3052963,15,5,380009,233,245,131,1,0,380013,2017-11-30,2017-11-28,2018-04-04,4546,2018-04-08,47402,12.797712883667984
1212,2866651,13,21,110015,233,233,131,1,0,201306,2018-02-02,2018-01-26,2018-02-13,4580,2018-02-21,33986,11.699685905387625
1213,2880980,10,2,110018,233,233,131,1,0,110044,2018-01-15,2018-01-12,2018-02-17,4388,2018-02-22,86,12.341636443136256
1214,3018382,13,21,110015,308,233,131,1,0,110086,2017-11-18,2017-09-11,2018-03-25,4580,2018-03-31,38103,11.754265732173497
1215,2944199,20,1,400059,233,233,131,1,0,641001,2017-11-16,2017-11-16,2018-03-06,4011,2018-03-24,59948,15.431254445790495
1216,3045350,13,7,500004,233,233,131,1,0,500032,2016-06-23,2015-05-21,2018-04-02,4403,2018-04-06,29022,12.773546815938207
1217,3058013,13,21,110015,233,233,131,2,0,181121,2016-09-20,2016-09-16,2018-04-05,4580,2018-04-14,91290,13.452362603748076
1218,3011297,9,23,400001,233,245,131,2,0,390006,2017-10-16,2017-10-14,2018-03-23,4398,2018-03-27,25,12.40184537764581
1219,3057071,15,3,560011,233,245,228,1,0,560078,2017-07-17,2016-11-07,2018-04-05,4469,2018-04-09,191979,14.565093706983845
1220,2876024,4,4,600024,233,233,131,2,0,632602,2017-07-05,2017-06-30,2018-02-16,4488,2018-02-23,16,12.33454053772821
1221,2866461,13,21,110015,233,233,131,2,0,147001,2017-03-14,2017-03-09,2018-02-13,4580,2018-02-19,17709,12.47688574323527
1222,2880281,10,11,641012,201,201,131,0,0,679340,2017-05-05,2017-04-24,2018-02-17,4496,2018-02-22,58,10.635432051700043
1223,2858850,13,21,110015,233,233,131,2,0,127021,2016-11-11,2016-11-07,2018-02-10,4580,2018-02-14,19943,12.506502292431199
1224,2994339,13,22,400104,233,233,131,1,0,411003,2017-05-15,2017-05-13,2018-03-18,4581,2018-03-26,13,11.207736163543805
1225,2992448,13,7,500004,233,233,131,2,0,530017,2018-02-01,2017-06-07,2018-03-17,4403,2018-03-30,10599,13.522296736787435
1226,2984563,13,22,400104,233,233,131,1,0,421204,2017-03-19,2017-03-16,2018-03-15,4581,2018-03-22,11984,11.366437913957618
1227,2943340,18,1,400059,233,233,228,2,0,125005,2018-01-11,2016-02-24,2018-03-05,4011,2018-03-07,33212,15.387161253311243
1228,2895937,10,3,560011,233,233,228,3,0,574101,2018-01-31,2017-11-07,2018-02-22,4460,2018-02-24,34,13.553319710117561
1229,3044959,13,7,500004,233,233,131,4,0,509125,2017-06-14,2017-06-12,2018-04-01,4403,2018-04-10,6,15.367837431682268
1230,3052062,9,3,560011,308,233,131,1,0,560083,2018-03-31,2018-03-31,2018-04-03,4460,2018-04-12,13057,12.132292752405299
1231,2862097,10,5,380009,233,245,131,1,0,380051,2017-02-14,2017-02-13,2018-02-12,4422,2018-02-21,36,12.110202140608113
1232,3076947,13,26,560066,233,233,228,1,0,600091,2018-03-04,2018-02-20,2018-04-12,5001,2018-04-14,13985,9.314093196442727
1233,2897282,10,4,600024,233,233,228,1,0,600113,2017-10-13,2017-08-30,2018-02-22,4482,2018-02-23,44,11.454053377451059
1234,3038516,15,6,160059,233,233,131,2,0,134203,2017-05-04,2017-05-04,2018-03-30,4549,2018-04-04,39905,13.64290342407759
1235,2842992,10,2,110018,233,233,131,1,0,201308,2017-03-04,2017-03-04,2018-02-06,4388,2018-02-14,10914,12.485185232166476
1236,2907463,10,2,110018,233,233,131,1,0,122001,2017-05-29,2017-05-23,2018-02-26,4388,2018-03-03,18,12.340734954619997
1237,2820292,1,2,110018,233,233,228,1,0,201304,2017-06-07,2017-05-15,2018-01-30,4150,2018-02-03,10929,11.939723655398499
1238,2834028,12,6,160059,233,233,131,3,0,136135,2017-07-19,2016-10-09,2018-02-03,4435,2018-02-06,58,14.207398983236365
1239,2834028,13,6,160059,233,233,131,3,0,136135,2017-07-19,2017-07-14,2018-02-03,4435,2018-02-06,16221,14.518453970009222
1240,2873907,13,22,400104,233,233,131,1,0,411008,2017-04-24,2017-04-22,2018-02-15,4581,2018-02-17,4992,11.273743682991668
1241,2855526,13,22,400104,233,233,131,1,0,411041,2016-05-22,2016-05-21,2018-02-09,4581,2018-02-18,30995,11.618470240172389
1242,2906338,13,21,110015,233,233,131,2,0,281001,2017-11-09,2017-09-20,2018-02-25,4580,2018-02-27,14990,12.440839459768963
1243,2908052,13,21,110015,233,233,228,1,0,302019,2018-01-24,2017-03-22,2018-02-26,4580,2018-03-01,46,10.760659177622928
1244,2939371,13,21,110015,201,233,131,4,0,125053,2017-09-18,2017-09-13,2018-03-05,4580,2018-03-09,12241,14.390369506451114
1245,2946716,10,12,302006,233,233,228,1,0,302018,2017-12-06,2017-05-31,2018-03-06,4407,2018-03-07,22000,11.696644440958686
1246,2948650,28,24,110092,233,233,131,0,0,0,2017-08-23,2017-01-04,2018-03-07,4150,2018-03-10,551,13.072155732808195
1247,2948650,13,24,110092,233,233,131,0,0,0,2017-08-23,2017-08-19,2018-03-07,4150,2018-03-10,31,11.61357518556851
1248,2959949,13,7,500004,233,233,131,4,0,535270,2018-01-07,2018-01-04,2018-03-09,4403,2018-03-13,17,15.367983260706957
1249,2981186,10,6,160059,233,233,228,2,0,140103,2017-09-18,2017-01-04,2018-03-14,4437,2018-03-25,77,12.525183758858516
1250,2980376,15,1,400059,233,233,131,2,0,452010,2017-11-25,2017-11-25,2018-03-14,4545,2018-03-17,84,13.3193842630268
1251,3000691,13,8,700064,233,233,131,1,0,700089,2017-08-29,2017-08-28,2018-03-20,4508,2018-03-24,90984,13.1975398442909
1252,3017538,13,26,560066,308,233,131,1,0,560048,2017-06-12,2017-06-10,2018-03-25,5001,2018-03-28,5000,9.684055298318782
1253,3044052,1,24,110092,233,233,228,1,0,110041,2018-03-06,2017-03-19,2018-04-01,4150,2018-04-03,1,10.955737142981272
1254,3042722,13,8,700064,233,233,228,1,0,700089,2018-02-02,2017-11-11,2018-03-31,4508,2018-04-08,57,11.503025968348775
1255,3059597,13,21,110015,308,233,131,1,0,110086,2017-06-26,2017-06-24,2018-04-06,4580,2018-04-09,37,11.249617763645203
1256,3035695,12,1,400059,233,233,131,1,0,411039,2017-07-07,2017-07-07,2018-03-29,4018,2018-04-05,59,13.839108172931203
